"","gender","race","education","state","age","employment","trump"
"649","Male","White","Graduates or higher degree","CA","Age_45-59","employed",0
"650","Male","White","Graduates or higher degree","CA","Age_45-59","employed",0
"651","Male","White","Graduates or higher degree","CA","Age_45-59","employed",1
"652","Male","White","Graduates or higher degree","CA","Age_45-59","employed",1
"653","Male","White","Graduates or higher degree","CA","Age_45-59","employed",0
"654","Male","White","Graduates or higher degree","CA","Age_45-59","employed",1
"655","Male","White","Graduates or higher degree","CA","Age_60-74","employed",0
"656","Male","White","Graduates or higher degree","CA","Age_60-74","employed",1
"657","Male","White","Graduates or higher degree","CA","Age_60-74","employed",0
"658","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",0
"659","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",1
"660","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",0
"661","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",0
"662","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",1
"663","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",1
"664","Male","White","Graduates or higher degree","CA","Age_60-74","unemployed",0
"665","Male","White","Graduates or higher degree","CA","Age_75+","unemployed",0
"666","Male","White","Highschool","CA","Age_18-29","employed",0
"667","Male","White","Highschool","CA","Age_18-29","employed",1
"668","Male","White","Highschool","CA","Age_18-29","employed",1
"669","Male","White","Highschool","CA","Age_18-29","employed",1
"670","Male","White","Highschool","CA","Age_18-29","unemployed",0
"671","Male","White","Highschool","CA","Age_18-29","unemployed",0
"672","Male","White","Highschool","CA","Age_30-44","employed",1
"673","Male","White","Highschool","CA","Age_30-44","employed",0
"674","Male","White","Highschool","CA","Age_30-44","unemployed",0
"675","Male","White","Highschool","CA","Age_30-44",NA,1
"676","Male","White","Highschool","CA","Age_45-59","employed",1
"677","Male","White","Highschool","CA","Age_45-59","employed",0
"678","Male","White","Highschool","CA","Age_45-59","employed",1
"679","Male","White","Highschool","CA","Age_45-59","unemployed",1
"680","Male","White","Highschool","CA","Age_45-59","unemployed",1
"681","Male","White","Highschool","CA","Age_45-59","unemployed",1
"682","Male","White","Highschool","CA","Age_45-59","unemployed",0
"683","Male","White","Highschool","CA","Age_60-74","employed",1
"684","Male","White","Highschool","CA","Age_60-74","employed",0
"685","Male","White","Highschool","CA","Age_60-74","unemployed",1
"686","Male","White","Highschool","CA","Age_60-74","unemployed",0
"687","Male","White","Highschool","CA","Age_60-74",NA,1
"688","Male","White","Less than highschool","CA","Age_30-44","unemployed",0
"689","Male","White","Undergraduates or similar degree","CA","Age_18-29","employed",0
"690","Male","White","Undergraduates or similar degree","CA","Age_18-29","employed",0
"691","Male","White","Undergraduates or similar degree","CA","Age_18-29","employed",0
"692","Male","White","Undergraduates or similar degree","CA","Age_18-29","employed",0
"693","Male","White","Undergraduates or similar degree","CA","Age_18-29","employed",0
"694","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"695","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"696","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"697","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",1
"698","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"699","Male","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",1
"700","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"701","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"702","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"703","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"704","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"705","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"706","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"707","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"708","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"709","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"710","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"711","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"712","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"713","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"714","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"715","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"716","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"717","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"718","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"719","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"720","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"721","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"722","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"723","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"724","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"725","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"726","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"727","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"728","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"729","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"730","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"731","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"732","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"733","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"734","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"735","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"736","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"737","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"738","Male","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"739","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"740","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"741","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"742","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"743","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"744","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"745","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"746","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"747","Male","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"748","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"749","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"750","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"751","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"752","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"753","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"754","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"755","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"756","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"757","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"758","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"759","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"760","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"761","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"762","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"763","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"764","Male","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"765","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"766","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"767","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"768","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"769","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"770","Male","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"771","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"772","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"773","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"774","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",1
"775","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"776","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"777","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"778","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"779","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"780","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",1
"781","Male","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"782","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"783","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"784","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"785","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"786","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"787","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"788","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"789","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"790","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"791","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"792","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"793","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"794","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"795","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"796","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"797","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"798","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"799","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"800","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"801","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"802","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"803","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"804","Male","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"805","Male","White","Undergraduates or similar degree","CA","Age_75+","unemployed",0
"806","Male","White","Undergraduates or similar degree","CA","Age_75+","unemployed",1
"807","Male","White","Undergraduates or similar degree","CA","Age_75+","unemployed",0
"808","Male","White",NA,"CA","Age_18-29","employed",1
"809","Male","White",NA,"CA","Age_18-29","employed",1
"810","Male","White",NA,"CA","Age_18-29","unemployed",0
"811","Male","White",NA,"CA","Age_18-29","unemployed",0
"812","Male","White",NA,"CA","Age_45-59","employed",1
"813","Male","White",NA,"CA","Age_45-59","employed",0
"814","Female","Black","Undergraduates or similar degree","CO","Age_18-29","employed",1
"815","Female","Black","Undergraduates or similar degree","CO","Age_30-44","employed",0
"816","Female","Others","Undergraduates or similar degree","CO","Age_30-44","employed",1
"817","Female","Others","Undergraduates or similar degree","CO","Age_30-44","unemployed",1
"818","Female","Others","Undergraduates or similar degree","CO","Age_45-59","employed",0
"819","Female","Others","Undergraduates or similar degree","CO","Age_45-59","employed",1
"820","Female","White","Graduates or higher degree","CO","Age_30-44","employed",0
"821","Female","White","Graduates or higher degree","CO","Age_45-59","employed",0
"822","Female","White","Graduates or higher degree","CO","Age_60-74","employed",0
"823","Female","White","Highschool","CO","Age_30-44","employed",1
"824","Female","White","Highschool","CO","Age_45-59","unemployed",1
"825","Female","White","Highschool","CO","Age_75+","unemployed",1
"826","Female","White","Undergraduates or similar degree","CO","Age_18-29","employed",0
"827","Female","White","Undergraduates or similar degree","CO","Age_18-29","employed",0
"828","Female","White","Undergraduates or similar degree","CO","Age_18-29","employed",0
"829","Female","White","Undergraduates or similar degree","CO","Age_18-29","employed",0
"830","Female","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"831","Female","White","Undergraduates or similar degree","CO","Age_30-44","employed",0
"832","Female","White","Undergraduates or similar degree","CO","Age_30-44","unemployed",1
"833","Female","White","Undergraduates or similar degree","CO","Age_30-44","unemployed",1
"834","Female","White","Undergraduates or similar degree","CO","Age_45-59","employed",0
"835","Female","White","Undergraduates or similar degree","CO","Age_45-59","unemployed",1
"836","Female","White","Undergraduates or similar degree","CO","Age_60-74","employed",1
"837","Female","White","Undergraduates or similar degree","CO","Age_60-74","employed",1
"838","Female","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",0
"839","Female","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",0
"840","Female","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",1
"841","Female","White",NA,"CO","Age_18-29","employed",0
"842","Female","White",NA,"CO","Age_18-29","employed",0
"843","Female","White",NA,"CO","Age_18-29","employed",0
"844","Female","White",NA,"CO","Age_18-29","employed",1
"845","Female","White",NA,"CO","Age_75+","unemployed",0
"846","Male","Asian","Undergraduates or similar degree","CO","Age_30-44","employed",0
"847","Male","Black","Highschool","CO","Age_45-59","employed",0
"848","Male","Black","Highschool","CO","Age_60-74","unemployed",0
"849","Male","Black","Undergraduates or similar degree","CO","Age_18-29","employed",0
"850","Male","Others","Undergraduates or similar degree","CO","Age_30-44","employed",0
"851","Male","Others","Undergraduates or similar degree","CO","Age_30-44","employed",0
"852","Male","White","Graduates or higher degree","CO","Age_18-29","employed",0
"853","Male","White","Graduates or higher degree","CO","Age_30-44","employed",0
"854","Male","White","Graduates or higher degree","CO","Age_30-44","employed",1
"855","Male","White","Graduates or higher degree","CO","Age_30-44","employed",1
"856","Male","White","Graduates or higher degree","CO","Age_30-44","employed",0
"857","Male","White","Graduates or higher degree","CO","Age_30-44","employed",1
"858","Male","White","Graduates or higher degree","CO","Age_30-44","employed",1
"859","Male","White","Graduates or higher degree","CO","Age_75+","unemployed",1
"860","Male","White","Highschool","CO","Age_18-29","unemployed",0
"861","Male","White","Highschool","CO","Age_18-29","unemployed",0
"862","Male","White","Highschool","CO","Age_30-44","employed",1
"863","Male","White","Highschool","CO","Age_45-59","unemployed",1
"864","Male","White","Highschool","CO","Age_60-74","employed",1
"865","Male","White","Undergraduates or similar degree","CO","Age_18-29","employed",1
"866","Male","White","Undergraduates or similar degree","CO","Age_18-29","employed",1
"867","Male","White","Undergraduates or similar degree","CO","Age_18-29","employed",1
"868","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"869","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"870","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",0
"871","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"872","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"873","Male","White","Undergraduates or similar degree","CO","Age_30-44","employed",1
"874","Male","White","Undergraduates or similar degree","CO","Age_45-59","employed",1
"875","Male","White","Undergraduates or similar degree","CO","Age_45-59","employed",0
"876","Male","White","Undergraduates or similar degree","CO","Age_45-59","employed",1
"877","Male","White","Undergraduates or similar degree","CO","Age_45-59","employed",1
"878","Male","White","Undergraduates or similar degree","CO","Age_45-59","employed",0
"879","Male","White","Undergraduates or similar degree","CO","Age_45-59","unemployed",0
"880","Male","White","Undergraduates or similar degree","CO","Age_60-74","employed",0
"881","Male","White","Undergraduates or similar degree","CO","Age_60-74","employed",0
"882","Male","White","Undergraduates or similar degree","CO","Age_60-74","employed",1
"883","Male","White","Undergraduates or similar degree","CO","Age_60-74","employed",1
"884","Male","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",0
"885","Male","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",0
"886","Male","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",0
"887","Male","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",1
"888","Male","White","Undergraduates or similar degree","CO","Age_60-74","unemployed",1
"889","Male","White","Undergraduates or similar degree","CO","Age_60-74",NA,1
"890","Male","White","Undergraduates or similar degree","CO","Age_75+","unemployed",1
"891","Male","White",NA,"CO","Age_30-44","employed",1
"892","Female","Asian","Undergraduates or similar degree","CT","Age_18-29","employed",0
"893","Female","Black","Graduates or higher degree","CT","Age_30-44","employed",0
"894","Female","Black","Highschool","CT","Age_30-44","unemployed",0
"895","Female","Black","Highschool","CT","Age_60-74","unemployed",0
"896","Female","Black","Undergraduates or similar degree","CT","Age_18-29","unemployed",0
"897","Female","Black","Undergraduates or similar degree","CT","Age_60-74","employed",0
"898","Female","Black",NA,"CT","Age_30-44","employed",1
"899","Female","Others","Undergraduates or similar degree","CT","Age_18-29","unemployed",0
"900","Female","Others","Undergraduates or similar degree","CT","Age_30-44","employed",0
"901","Female","Others","Undergraduates or similar degree","CT","Age_45-59","employed",1
"902","Female","White","Graduates or higher degree","CT","Age_30-44","employed",0
"903","Female","White","Graduates or higher degree","CT","Age_60-74","employed",0
"904","Female","White","Highschool","CT","Age_30-44","employed",0
"905","Female","White","Undergraduates or similar degree","CT","Age_18-29","unemployed",0
"906","Female","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"907","Female","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"908","Female","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"909","Female","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"910","Female","White","Undergraduates or similar degree","CT","Age_30-44","unemployed",0
"911","Female","White","Undergraduates or similar degree","CT","Age_45-59","employed",0
"912","Female","White","Undergraduates or similar degree","CT","Age_60-74","employed",0
"913","Female","White","Undergraduates or similar degree","CT","Age_60-74","employed",0
"914","Female","White","Undergraduates or similar degree","CT","Age_60-74","employed",1
"915","Female","White","Undergraduates or similar degree","CT","Age_60-74","unemployed",1
"916","Female","White","Undergraduates or similar degree","CT","Age_60-74","unemployed",1
"917","Female","White",NA,"CT","Age_45-59","unemployed",1
"918","Female","White",NA,"CT","Age_60-74","employed",0
"919","Male","Black","Undergraduates or similar degree","CT","Age_60-74","unemployed",0
"920","Male","White","Graduates or higher degree","CT","Age_45-59","employed",0
"921","Male","White","Graduates or higher degree","CT","Age_45-59","employed",0
"922","Male","White","Graduates or higher degree","CT","Age_60-74","unemployed",1
"923","Male","White","Graduates or higher degree","CT","Age_60-74","unemployed",0
"924","Male","White","Graduates or higher degree","CT","Age_60-74","unemployed",1
"925","Male","White","Graduates or higher degree","CT","Age_60-74","unemployed",1
"926","Male","White","Graduates or higher degree","CT","Age_60-74","unemployed",1
"927","Male","White","Highschool","CT","Age_30-44","employed",0
"928","Male","White","Highschool","CT","Age_30-44","unemployed",0
"929","Male","White","Highschool","CT","Age_45-59","employed",1
"930","Male","White","Highschool","CT","Age_45-59","employed",0
"931","Male","White","Undergraduates or similar degree","CT","Age_18-29","employed",0
"932","Male","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"933","Male","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"934","Male","White","Undergraduates or similar degree","CT","Age_30-44","employed",0
"935","Male","White","Undergraduates or similar degree","CT","Age_30-44","unemployed",1
"936","Male","White","Undergraduates or similar degree","CT","Age_45-59","employed",1
"937","Male","White","Undergraduates or similar degree","CT","Age_60-74","employed",0
"938","Male","White","Undergraduates or similar degree","CT","Age_60-74","employed",0
"939","Male","White","Undergraduates or similar degree","CT","Age_60-74","employed",1
"940","Male","White","Undergraduates or similar degree","CT","Age_60-74","employed",0
"941","Male","White","Undergraduates or similar degree","CT","Age_60-74","unemployed",1
"942","Male","White","Undergraduates or similar degree","CT","Age_60-74","unemployed",0
"943","Male","White","Undergraduates or similar degree","CT","Age_60-74","unemployed",0
"944","Male","White","Undergraduates or similar degree","CT","Age_75+","unemployed",1
"945","Male","White",NA,"CT","Age_30-44","employed",0
"946","Male","White",NA,"CT","Age_30-44","unemployed",0
"947","Male","White",NA,"CT","Age_45-59","employed",0
"948","Female","Black","Graduates or higher degree","DC","Age_60-74","employed",0
"949","Female","Black","Highschool","DC","Age_30-44","employed",0
"950","Female","Black","Highschool","DC","Age_75+","unemployed",0
"951","Female","Black","Undergraduates or similar degree","DC","Age_30-44","employed",0
"952","Female","Black",NA,"DC","Age_18-29","employed",0
"953","Female","White","Graduates or higher degree","DC","Age_30-44","employed",0
"954","Female","White","Graduates or higher degree","DC","Age_30-44","employed",1
"955","Female","White","Highschool","DC","Age_18-29","unemployed",0
"956","Female","White","Undergraduates or similar degree","DC","Age_18-29","employed",0
"957","Female","White","Undergraduates or similar degree","DC","Age_60-74","employed",0
"958","Male","Asian","Highschool","DC","Age_18-29","employed",0
"959","Male","Black","Undergraduates or similar degree","DC","Age_30-44","employed",0
"960","Male","Black","Undergraduates or similar degree","DC","Age_45-59","unemployed",0
"961","Male","White","Graduates or higher degree","DC","Age_30-44","employed",1
"962","Male","White","Graduates or higher degree","DC","Age_30-44","employed",1
"963","Male","White","Graduates or higher degree","DC","Age_30-44","employed",0
"964","Male","White","Graduates or higher degree","DC","Age_30-44","employed",1
"965","Male","White","Graduates or higher degree","DC","Age_30-44","employed",0
"966","Male","White","Graduates or higher degree","DC","Age_30-44","employed",1
"967","Male","White","Graduates or higher degree","DC","Age_30-44","employed",1
"968","Male","White","Graduates or higher degree","DC","Age_45-59","employed",1
"969","Male","White","Undergraduates or similar degree","DC","Age_30-44","employed",0
"970","Female","Black","Highschool","DE","Age_60-74","unemployed",0
"971","Female","Black","Undergraduates or similar degree","DE","Age_45-59","unemployed",0
"972","Female","White","Graduates or higher degree","DE","Age_18-29","employed",0
"973","Female","White","Graduates or higher degree","DE","Age_30-44","employed",1
"974","Female","White","Less than highschool","DE","Age_30-44","employed",0
"975","Female","White","Undergraduates or similar degree","DE","Age_18-29","unemployed",0
"976","Female","White","Undergraduates or similar degree","DE","Age_30-44","employed",1
"977","Female","White","Undergraduates or similar degree","DE","Age_30-44","employed",0
"978","Female","White","Undergraduates or similar degree","DE","Age_45-59","unemployed",0
"979","Female","White","Undergraduates or similar degree","DE","Age_60-74","unemployed",1
"980","Female","White","Undergraduates or similar degree","DE","Age_60-74","unemployed",0
"981","Female","White","Undergraduates or similar degree","DE","Age_60-74","unemployed",1
"982","Female","White",NA,"DE","Age_30-44","employed",0
"983","Male","Others",NA,"DE","Age_45-59","employed",0
"984","Male","White","Graduates or higher degree","DE","Age_75+","unemployed",0
"985","Male","White","Highschool","DE","Age_18-29","unemployed",1
"986","Male","White","Highschool","DE","Age_30-44","unemployed",1
"987","Male","White","Highschool","DE","Age_60-74","unemployed",1
"988","Male","White","Undergraduates or similar degree","DE","Age_30-44","employed",1
"989","Male","White","Undergraduates or similar degree","DE","Age_30-44","unemployed",0
"990","Male","White","Undergraduates or similar degree","DE","Age_45-59","employed",0
"991","Male","White","Undergraduates or similar degree","DE","Age_45-59","unemployed",0
"992","Male","White","Undergraduates or similar degree","DE","Age_45-59","unemployed",1
"993","Male","White","Undergraduates or similar degree","DE","Age_75+","unemployed",0
"994","Female","Asian","Graduates or higher degree","FL","Age_18-29","employed",0
"995","Female","Asian","Highschool","FL","Age_18-29","unemployed",0
"996","Female","Asian","Undergraduates or similar degree","FL","Age_18-29","employed",0
"997","Female","Asian","Undergraduates or similar degree","FL","Age_18-29","employed",0
"998","Female","Asian","Undergraduates or similar degree","FL","Age_30-44","employed",0
"999","Female","Asian","Undergraduates or similar degree","FL","Age_30-44","unemployed",1
"1000","Female","Asian","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1001","Female","Asian","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1002","Female","Asian","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1003","Female","Asian",NA,"FL","Age_18-29","employed",0
"1004","Female","Asian",NA,"FL","Age_18-29","unemployed",0
"1005","Female","Black","Graduates or higher degree","FL","Age_18-29","employed",1
"1006","Female","Black","Graduates or higher degree","FL","Age_30-44","employed",0
"1007","Female","Black","Highschool","FL","Age_18-29","employed",0
"1008","Female","Black","Highschool","FL","Age_18-29","employed",0
"1009","Female","Black","Highschool","FL","Age_18-29","employed",0
"1010","Female","Black","Highschool","FL","Age_30-44","employed",0
"1011","Female","Black","Undergraduates or similar degree","FL","Age_18-29","employed",0
"1012","Female","Black","Undergraduates or similar degree","FL","Age_18-29","employed",0
"1013","Female","Black","Undergraduates or similar degree","FL","Age_18-29","employed",0
"1014","Female","Black","Undergraduates or similar degree","FL","Age_18-29","unemployed",0
"1015","Female","Black","Undergraduates or similar degree","FL","Age_18-29","unemployed",0
"1016","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1017","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1018","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1019","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1020","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1021","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1022","Female","Black","Undergraduates or similar degree","FL","Age_30-44","unemployed",0
"1023","Female","Black","Undergraduates or similar degree","FL","Age_30-44","unemployed",0
"1024","Female","Black","Undergraduates or similar degree","FL","Age_30-44","unemployed",0
"1025","Female","Black","Undergraduates or similar degree","FL","Age_45-59","employed",0
"1026","Female","Black","Undergraduates or similar degree","FL","Age_45-59","employed",0
"1027","Female","Black","Undergraduates or similar degree","FL","Age_45-59","employed",0
"1028","Female","Black","Undergraduates or similar degree","FL","Age_45-59","employed",0
"1029","Female","Black","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1030","Female","Black","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1031","Female","Black","Undergraduates or similar degree","FL","Age_60-74","unemployed",0
"1032","Female","Black",NA,"FL","Age_18-29","unemployed",0
"1033","Female","Black",NA,"FL","Age_18-29","unemployed",0
"1034","Female","Black",NA,"FL","Age_30-44","unemployed",0
"1035","Female","Black",NA,"FL","Age_30-44",NA,0
"1036","Female","Others","Graduates or higher degree","FL","Age_18-29","employed",0
"1037","Female","Others","Highschool","FL","Age_18-29","employed",0
"1038","Female","Others","Highschool","FL","Age_18-29","employed",1
"1039","Female","Others","Highschool","FL","Age_45-59","employed",1
"1040","Female","Others","Less than highschool","FL","Age_60-74","unemployed",1
"1041","Female","Others","Undergraduates or similar degree","FL","Age_18-29","employed",1
"1042","Female","Others","Undergraduates or similar degree","FL","Age_18-29","employed",0
"1043","Female","Others","Undergraduates or similar degree","FL","Age_18-29","employed",1
"1044","Female","Others","Undergraduates or similar degree","FL","Age_18-29","unemployed",1
"1045","Female","Others","Undergraduates or similar degree","FL","Age_18-29","unemployed",0
"1046","Female","Others","Undergraduates or similar degree","FL","Age_18-29","unemployed",0
"1047","Female","Others","Undergraduates or similar degree","FL","Age_18-29","unemployed",0
"1048","Female","Others","Undergraduates or similar degree","FL","Age_30-44","employed",1
"1049","Female","Others","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1050","Female","Others","Undergraduates or similar degree","FL","Age_30-44","employed",0
"1051","Female","Others","Undergraduates or similar degree","FL","Age_30-44","unemployed",0
"1052","Female","Others","Undergraduates or similar degree","FL","Age_45-59","employed",0
"1053","Female","Others","Undergraduates or similar degree","FL","Age_45-59","unemployed",0
"1054","Female","Others","Undergraduates or similar degree","FL","Age_45-59","unemployed",1
"1055","Female","Others","Undergraduates or similar degree","FL","Age_60-74","employed",0
